slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,up_final_price,down_final_price,volume,closed,last_trade_price
btc-updown-5m-1772528100,1772528100,2026-03-03 08:55:00 UTC,2026-03-03,8,55,Tuesday,Down,0,0.0,1.0,203682.497109,True,0.01
btc-updown-5m-1772528400,1772528400,2026-03-03 09:00:00 UTC,2026-03-03,9,0,Tuesday,Down,0,0.0,1.0,234506.04289,True,0.01
btc-updown-5m-1772528700,1772528700,2026-03-03 09:05:00 UTC,2026-03-03,9,5,Tuesday,Up,1,1.0,0.0,176599.050886,True,0.99
btc-updown-5m-1772529000,1772529000,2026-03-03 09:10:00 UTC,2026-03-03,9,10,Tuesday,Down,0,0.0,1.0,144774.354203,True,0.01
btc-updown-5m-1772529300,1772529300,2026-03-03 09:15:00 UTC,2026-03-03,9,15,Tuesday,Up,1,1.0,0.0,184953.608575,True,0.99
btc-updown-5m-1772529600,1772529600,2026-03-03 09:20:00 UTC,2026-03-03,9,20,Tuesday,Down,0,0.0,1.0,139051.407962,True,0.001
btc-updown-5m-1772529900,1772529900,2026-03-03 09:25:00 UTC,2026-03-03,9,25,Tuesday,Down,0,0.0,1.0,158839.028366,True,0.001
btc-updown-5m-1772530200,1772530200,2026-03-03 09:30:00 UTC,2026-03-03,9,30,Tuesday,Down,0,0.0,1.0,218794.778888,True,0.01
btc-updown-5m-1772530500,1772530500,2026-03-03 09:35:00 UTC,2026-03-03,9,35,Tuesday,Up,1,1.0,0.0,182656.925936,True,0.99
btc-updown-5m-1772530800,1772530800,2026-03-03 09:40:00 UTC,2026-03-03,9,40,Tuesday,Down,0,0.0,1.0,142699.953564,True,0.01
btc-updown-5m-1772531100,1772531100,2026-03-03 09:45:00 UTC,2026-03-03,9,45,Tuesday,Down,0,0.0,1.0,140895.872171,True,0.01
btc-updown-5m-1772531400,1772531400,2026-03-03 09:50:00 UTC,2026-03-03,9,50,Tuesday,Up,1,1.0,0.0,192294.487793,True,0.999
btc-updown-5m-1772531700,1772531700,2026-03-03 09:55:00 UTC,2026-03-03,9,55,Tuesday,Up,1,1.0,0.0,114048.631939,True,0.99
btc-updown-5m-1772532000,1772532000,2026-03-03 10:00:00 UTC,2026-03-03,10,0,Tuesday,Down,0,0.0,1.0,208451.323496,True,0.01
btc-updown-5m-1772532300,1772532300,2026-03-03 10:05:00 UTC,2026-03-03,10,5,Tuesday,Down,0,0.0,1.0,197480.141304,True,0.01
btc-updown-5m-1772532600,1772532600,2026-03-03 10:10:00 UTC,2026-03-03,10,10,Tuesday,Down,0,0.0,1.0,213912.126031,True,0.01
btc-updown-5m-1772532900,1772532900,2026-03-03 10:15:00 UTC,2026-03-03,10,15,Tuesday,Up,1,1.0,0.0,151316.835773,True,0.99
btc-updown-5m-1772533200,1772533200,2026-03-03 10:20:00 UTC,2026-03-03,10,20,Tuesday,Up,1,1.0,0.0,163007.95503,True,0.99
btc-updown-5m-1772533500,1772533500,2026-03-03 10:25:00 UTC,2026-03-03,10,25,Tuesday,Down,0,0.0,1.0,148883.497362,True,0.001
btc-updown-5m-1772533800,1772533800,2026-03-03 10:30:00 UTC,2026-03-03,10,30,Tuesday,Down,0,0.0,1.0,162695.801144,True,0.01
btc-updown-5m-1772534100,1772534100,2026-03-03 10:35:00 UTC,2026-03-03,10,35,Tuesday,Down,0,0.0,1.0,179251.369316,True,0.01
btc-updown-5m-1772534400,1772534400,2026-03-03 10:40:00 UTC,2026-03-03,10,40,Tuesday,Up,1,1.0,0.0,125509.34899,True,0.99
btc-updown-5m-1772534700,1772534700,2026-03-03 10:45:00 UTC,2026-03-03,10,45,Tuesday,Up,1,1.0,0.0,194968.534363,True,0.99
btc-updown-5m-1772535000,1772535000,2026-03-03 10:50:00 UTC,2026-03-03,10,50,Tuesday,Down,0,0.0,1.0,170417.461847,True,0.001
btc-updown-5m-1772535300,1772535300,2026-03-03 10:55:00 UTC,2026-03-03,10,55,Tuesday,Up,1,1.0,0.0,162680.017389,True,0.99
btc-updown-5m-1772535600,1772535600,2026-03-03 11:00:00 UTC,2026-03-03,11,0,Tuesday,Up,1,1.0,0.0,157996.265111,True,0.99
btc-updown-5m-1772535900,1772535900,2026-03-03 11:05:00 UTC,2026-03-03,11,5,Tuesday,Down,0,0.0,1.0,229799.106474,True,0.001
btc-updown-5m-1772536200,1772536200,2026-03-03 11:10:00 UTC,2026-03-03,11,10,Tuesday,Down,0,0.0,1.0,158221.292668,True,0.001
btc-updown-5m-1772536500,1772536500,2026-03-03 11:15:00 UTC,2026-03-03,11,15,Tuesday,Down,0,0.0,1.0,114820.755213,True,0.01
btc-updown-5m-1772536800,1772536800,2026-03-03 11:20:00 UTC,2026-03-03,11,20,Tuesday,Up,1,1.0,0.0,143416.155987,True,0.999
btc-updown-5m-1772537100,1772537100,2026-03-03 11:25:00 UTC,2026-03-03,11,25,Tuesday,Down,0,0.0,1.0,152048.791366,True,0.01
btc-updown-5m-1772537400,1772537400,2026-03-03 11:30:00 UTC,2026-03-03,11,30,Tuesday,Up,1,1.0,0.0,208355.298659,True,0.99
btc-updown-5m-1772537700,1772537700,2026-03-03 11:35:00 UTC,2026-03-03,11,35,Tuesday,Up,1,1.0,0.0,209220.183925,True,0.99
btc-updown-5m-1772538000,1772538000,2026-03-03 11:40:00 UTC,2026-03-03,11,40,Tuesday,Up,1,1.0,0.0,190292.58275,True,0.99
btc-updown-5m-1772538300,1772538300,2026-03-03 11:45:00 UTC,2026-03-03,11,45,Tuesday,Down,0,0.0,1.0,181807.203691,True,0.01
btc-updown-5m-1772538600,1772538600,2026-03-03 11:50:00 UTC,2026-03-03,11,50,Tuesday,Down,0,0.0,1.0,140990.994747,True,0.01
btc-updown-5m-1772538900,1772538900,2026-03-03 11:55:00 UTC,2026-03-03,11,55,Tuesday,Up,1,1.0,0.0,247698.300463,True,0.99
btc-updown-5m-1772539200,1772539200,2026-03-03 12:00:00 UTC,2026-03-03,12,0,Tuesday,Up,1,1.0,0.0,99638.717414,True,0.999
btc-updown-5m-1772539500,1772539500,2026-03-03 12:05:00 UTC,2026-03-03,12,5,Tuesday,Up,1,1.0,0.0,167700.863606,True,0.99
btc-updown-5m-1772539800,1772539800,2026-03-03 12:10:00 UTC,2026-03-03,12,10,Tuesday,Up,1,1.0,0.0,199673.275555,True,0.999
btc-updown-5m-1772540100,1772540100,2026-03-03 12:15:00 UTC,2026-03-03,12,15,Tuesday,Down,0,0.0,1.0,226429.34118,True,0.01
btc-updown-5m-1772540400,1772540400,2026-03-03 12:20:00 UTC,2026-03-03,12,20,Tuesday,Down,0,0.0,1.0,260601.02418,True,0.01
btc-updown-5m-1772540700,1772540700,2026-03-03 12:25:00 UTC,2026-03-03,12,25,Tuesday,Up,1,1.0,0.0,136372.935495,True,0.99
btc-updown-5m-1772541000,1772541000,2026-03-03 12:30:00 UTC,2026-03-03,12,30,Tuesday,Down,0,0.0,1.0,211943.454331,True,0.001
btc-updown-5m-1772541300,1772541300,2026-03-03 12:35:00 UTC,2026-03-03,12,35,Tuesday,Up,1,1.0,0.0,393096.16269,True,0.99
btc-updown-5m-1772541600,1772541600,2026-03-03 12:40:00 UTC,2026-03-03,12,40,Tuesday,Down,0,0.0,1.0,187602.66922,True,0.01
btc-updown-5m-1772541900,1772541900,2026-03-03 12:45:00 UTC,2026-03-03,12,45,Tuesday,Up,1,1.0,0.0,167796.82652,True,0.99
btc-updown-5m-1772542200,1772542200,2026-03-03 12:50:00 UTC,2026-03-03,12,50,Tuesday,Up,1,1.0,0.0,164042.242189,True,0.99
btc-updown-5m-1772542500,1772542500,2026-03-03 12:55:00 UTC,2026-03-03,12,55,Tuesday,Up,1,1.0,0.0,144575.119374,True,0.99
btc-updown-5m-1772542800,1772542800,2026-03-03 13:00:00 UTC,2026-03-03,13,0,Tuesday,Down,0,0.0,1.0,138955.144539,True,0.01
btc-updown-5m-1772543100,1772543100,2026-03-03 13:05:00 UTC,2026-03-03,13,5,Tuesday,Up,1,1.0,0.0,146441.54114,True,0.99
btc-updown-5m-1772543400,1772543400,2026-03-03 13:10:00 UTC,2026-03-03,13,10,Tuesday,Down,0,0.0,1.0,145395.737562,True,0.01
btc-updown-5m-1772543700,1772543700,2026-03-03 13:15:00 UTC,2026-03-03,13,15,Tuesday,Up,1,1.0,0.0,186039.053246,True,0.999
btc-updown-5m-1772544000,1772544000,2026-03-03 13:20:00 UTC,2026-03-03,13,20,Tuesday,Down,0,0.0,1.0,158490.884819,True,0.01
btc-updown-5m-1772544300,1772544300,2026-03-03 13:25:00 UTC,2026-03-03,13,25,Tuesday,Up,1,1.0,0.0,150154.728835,True,0.99
btc-updown-5m-1772544600,1772544600,2026-03-03 13:30:00 UTC,2026-03-03,13,30,Tuesday,Down,0,0.0,1.0,191099.559746,True,0.01
btc-updown-5m-1772544900,1772544900,2026-03-03 13:35:00 UTC,2026-03-03,13,35,Tuesday,Down,0,0.0,1.0,161229.769382,True,0.01
btc-updown-5m-1772545200,1772545200,2026-03-03 13:40:00 UTC,2026-03-03,13,40,Tuesday,Down,0,0.0,1.0,191593.294828,True,0.01
btc-updown-5m-1772545500,1772545500,2026-03-03 13:45:00 UTC,2026-03-03,13,45,Tuesday,Down,0,0.0,1.0,194625.115451,True,0.01
btc-updown-5m-1772545800,1772545800,2026-03-03 13:50:00 UTC,2026-03-03,13,50,Tuesday,Up,1,1.0,0.0,139257.317835,True,0.99
btc-updown-5m-1772546100,1772546100,2026-03-03 13:55:00 UTC,2026-03-03,13,55,Tuesday,Up,1,1.0,0.0,159303.104671,True,0.99
btc-updown-5m-1772546400,1772546400,2026-03-03 14:00:00 UTC,2026-03-03,14,0,Tuesday,Up,1,1.0,0.0,143686.242619,True,0.99
btc-updown-5m-1772546700,1772546700,2026-03-03 14:05:00 UTC,2026-03-03,14,5,Tuesday,Up,1,1.0,0.0,183939.047064,True,0.999
btc-updown-5m-1772547000,1772547000,2026-03-03 14:10:00 UTC,2026-03-03,14,10,Tuesday,Down,0,0.0,1.0,125192.111806,True,0.01
btc-updown-5m-1772547300,1772547300,2026-03-03 14:15:00 UTC,2026-03-03,14,15,Tuesday,Down,0,0.0,1.0,162924.654836,True,0.01
btc-updown-5m-1772547600,1772547600,2026-03-03 14:20:00 UTC,2026-03-03,14,20,Tuesday,Up,1,1.0,0.0,132894.520612,True,0.99
btc-updown-5m-1772547900,1772547900,2026-03-03 14:25:00 UTC,2026-03-03,14,25,Tuesday,Down,0,0.0,1.0,145696.907816,True,0.01
btc-updown-5m-1772548200,1772548200,2026-03-03 14:30:00 UTC,2026-03-03,14,30,Tuesday,Down,0,0.0,1.0,283313.057763,True,0.001
btc-updown-5m-1772548500,1772548500,2026-03-03 14:35:00 UTC,2026-03-03,14,35,Tuesday,Up,1,1.0,0.0,244830.750595,True,0.999
btc-updown-5m-1772548800,1772548800,2026-03-03 14:40:00 UTC,2026-03-03,14,40,Tuesday,Down,0,0.0,1.0,229816.080672,True,0.001
btc-updown-5m-1772549100,1772549100,2026-03-03 14:45:00 UTC,2026-03-03,14,45,Tuesday,Down,0,0.0,1.0,216887.184166,True,0.01
btc-updown-5m-1772549400,1772549400,2026-03-03 14:50:00 UTC,2026-03-03,14,50,Tuesday,Up,1,1.0,0.0,183916.545665,True,0.999
btc-updown-5m-1772549700,1772549700,2026-03-03 14:55:00 UTC,2026-03-03,14,55,Tuesday,Down,0,0.0,1.0,140571.829279,True,0.01
btc-updown-5m-1772550000,1772550000,2026-03-03 15:00:00 UTC,2026-03-03,15,0,Tuesday,Up,1,1.0,0.0,232675.573915,True,0.99
btc-updown-5m-1772550300,1772550300,2026-03-03 15:05:00 UTC,2026-03-03,15,5,Tuesday,Up,1,1.0,0.0,176869.441495,True,0.99
btc-updown-5m-1772550600,1772550600,2026-03-03 15:10:00 UTC,2026-03-03,15,10,Tuesday,Up,1,1.0,0.0,204840.311135,True,0.999
btc-updown-5m-1772550900,1772550900,2026-03-03 15:15:00 UTC,2026-03-03,15,15,Tuesday,Down,0,0.0,1.0,176920.76355,True,0.01
btc-updown-5m-1772551200,1772551200,2026-03-03 15:20:00 UTC,2026-03-03,15,20,Tuesday,Up,1,1.0,0.0,161566.154258,True,0.999
btc-updown-5m-1772551500,1772551500,2026-03-03 15:25:00 UTC,2026-03-03,15,25,Tuesday,Up,1,1.0,0.0,147919.444011,True,0.99
btc-updown-5m-1772551800,1772551800,2026-03-03 15:30:00 UTC,2026-03-03,15,30,Tuesday,Up,1,1.0,0.0,234589.177234,True,0.999
btc-updown-5m-1772552100,1772552100,2026-03-03 15:35:00 UTC,2026-03-03,15,35,Tuesday,Up,1,1.0,0.0,189861.37153,True,0.99
btc-updown-5m-1772552400,1772552400,2026-03-03 15:40:00 UTC,2026-03-03,15,40,Tuesday,Down,0,0.0,1.0,270733.759036,True,0.01
btc-updown-5m-1772552700,1772552700,2026-03-03 15:45:00 UTC,2026-03-03,15,45,Tuesday,Up,1,1.0,0.0,203160.804694,True,0.99
btc-updown-5m-1772553000,1772553000,2026-03-03 15:50:00 UTC,2026-03-03,15,50,Tuesday,Down,0,0.0,1.0,186271.824697,True,0.01
btc-updown-5m-1772553300,1772553300,2026-03-03 15:55:00 UTC,2026-03-03,15,55,Tuesday,Up,1,1.0,0.0,68700.16963,True,0.57
btc-updown-5m-1772553600,1772553600,2026-03-03 16:00:00 UTC,2026-03-03,16,0,Tuesday,Up,1,1.0,0.0,178121.009224,True,0.99
btc-updown-5m-1772553900,1772553900,2026-03-03 16:05:00 UTC,2026-03-03,16,5,Tuesday,Up,1,1.0,0.0,151161.272311,True,0.99
btc-updown-5m-1772554200,1772554200,2026-03-03 16:10:00 UTC,2026-03-03,16,10,Tuesday,Down,0,0.0,1.0,193225.784699,True,0.01
btc-updown-5m-1772554500,1772554500,2026-03-03 16:15:00 UTC,2026-03-03,16,15,Tuesday,Down,0,0.0,1.0,96514.903425,True,0.22
btc-updown-5m-1772554800,1772554800,2026-03-03 16:20:00 UTC,2026-03-03,16,20,Tuesday,Up,1,1.0,0.0,262292.878766,True,0.999
btc-updown-5m-1772555100,1772555100,2026-03-03 16:25:00 UTC,2026-03-03,16,25,Tuesday,Down,0,0.0,1.0,245378.45209,True,0.01
btc-updown-5m-1772555400,1772555400,2026-03-03 16:30:00 UTC,2026-03-03,16,30,Tuesday,Down,0,0.0,1.0,155602.344518,True,0.001
btc-updown-5m-1772555700,1772555700,2026-03-03 16:35:00 UTC,2026-03-03,16,35,Tuesday,Down,0,0.0,1.0,167117.995038,True,0.01
btc-updown-5m-1772556000,1772556000,2026-03-03 16:40:00 UTC,2026-03-03,16,40,Tuesday,Down,0,0.0,1.0,208199.038997,True,0.001
btc-updown-5m-1772556300,1772556300,2026-03-03 16:45:00 UTC,2026-03-03,16,45,Tuesday,Up,1,1.0,0.0,166367.868883,True,0.999
btc-updown-5m-1772556600,1772556600,2026-03-03 16:50:00 UTC,2026-03-03,16,50,Tuesday,Up,1,1.0,0.0,192819.105911,True,0.999
btc-updown-5m-1772556900,1772556900,2026-03-03 16:55:00 UTC,2026-03-03,16,55,Tuesday,Down,0,0.0,1.0,223000.127782,True,0.01
btc-updown-5m-1772557200,1772557200,2026-03-03 17:00:00 UTC,2026-03-03,17,0,Tuesday,Down,0,0.0,1.0,149845.097077,True,0.01
btc-updown-5m-1772557500,1772557500,2026-03-03 17:05:00 UTC,2026-03-03,17,5,Tuesday,Down,0,0.0,1.0,220675.63481,True,0.01
btc-updown-5m-1772557800,1772557800,2026-03-03 17:10:00 UTC,2026-03-03,17,10,Tuesday,Up,1,1.0,0.0,231381.799351,True,0.99
btc-updown-5m-1772558100,1772558100,2026-03-03 17:15:00 UTC,2026-03-03,17,15,Tuesday,Up,1,1.0,0.0,177331.433613,True,0.99
btc-updown-5m-1772558400,1772558400,2026-03-03 17:20:00 UTC,2026-03-03,17,20,Tuesday,Up,1,1.0,0.0,212076.919509,True,0.999
btc-updown-5m-1772558700,1772558700,2026-03-03 17:25:00 UTC,2026-03-03,17,25,Tuesday,Up,1,1.0,0.0,214443.096018,True,0.99
btc-updown-5m-1772559000,1772559000,2026-03-03 17:30:00 UTC,2026-03-03,17,30,Tuesday,Down,0,0.0,1.0,167384.51462,True,0.001
btc-updown-5m-1772559300,1772559300,2026-03-03 17:35:00 UTC,2026-03-03,17,35,Tuesday,Up,1,1.0,0.0,189744.419814,True,0.99
btc-updown-5m-1772559600,1772559600,2026-03-03 17:40:00 UTC,2026-03-03,17,40,Tuesday,Up,1,1.0,0.0,177079.747292,True,0.999
btc-updown-5m-1772559900,1772559900,2026-03-03 17:45:00 UTC,2026-03-03,17,45,Tuesday,Up,1,1.0,0.0,198749.814686,True,0.99
btc-updown-5m-1772560200,1772560200,2026-03-03 17:50:00 UTC,2026-03-03,17,50,Tuesday,Down,0,0.0,1.0,229297.82214,True,0.01
btc-updown-5m-1772560500,1772560500,2026-03-03 17:55:00 UTC,2026-03-03,17,55,Tuesday,Up,1,1.0,0.0,196863.53579,True,0.99
btc-updown-5m-1772560800,1772560800,2026-03-03 18:00:00 UTC,2026-03-03,18,0,Tuesday,Down,0,0.0,1.0,195429.798409,True,0.01
btc-updown-5m-1772561100,1772561100,2026-03-03 18:05:00 UTC,2026-03-03,18,5,Tuesday,Up,1,1.0,0.0,254136.786688,True,0.99
btc-updown-5m-1772561400,1772561400,2026-03-03 18:10:00 UTC,2026-03-03,18,10,Tuesday,Down,0,0.0,1.0,242826.211481,True,0.001
btc-updown-5m-1772561700,1772561700,2026-03-03 18:15:00 UTC,2026-03-03,18,15,Tuesday,Up,1,1.0,0.0,160490.4349,True,0.99
btc-updown-5m-1772562000,1772562000,2026-03-03 18:20:00 UTC,2026-03-03,18,20,Tuesday,Up,1,1.0,0.0,171882.517746,True,0.999
btc-updown-5m-1772562300,1772562300,2026-03-03 18:25:00 UTC,2026-03-03,18,25,Tuesday,Down,0,0.0,1.0,308493.483736,True,0.01
btc-updown-5m-1772562600,1772562600,2026-03-03 18:30:00 UTC,2026-03-03,18,30,Tuesday,Up,1,1.0,0.0,220579.595087,True,0.999
btc-updown-5m-1772562900,1772562900,2026-03-03 18:35:00 UTC,2026-03-03,18,35,Tuesday,Up,1,1.0,0.0,215222.450314,True,0.99
btc-updown-5m-1772563200,1772563200,2026-03-03 18:40:00 UTC,2026-03-03,18,40,Tuesday,Down,0,0.0,1.0,196741.8134,True,0.01
btc-updown-5m-1772563500,1772563500,2026-03-03 18:45:00 UTC,2026-03-03,18,45,Tuesday,Up,1,1.0,0.0,231394.714075,True,0.99
btc-updown-5m-1772563800,1772563800,2026-03-03 18:50:00 UTC,2026-03-03,18,50,Tuesday,Up,1,1.0,0.0,233802.105581,True,0.99
btc-updown-5m-1772564100,1772564100,2026-03-03 18:55:00 UTC,2026-03-03,18,55,Tuesday,Down,0,0.0,1.0,183005.34117,True,0.01
btc-updown-5m-1772564400,1772564400,2026-03-03 19:00:00 UTC,2026-03-03,19,0,Tuesday,Up,1,1.0,0.0,212826.04271,True,0.99
btc-updown-5m-1772564700,1772564700,2026-03-03 19:05:00 UTC,2026-03-03,19,5,Tuesday,Down,0,0.0,1.0,220819.023122,True,0.001
btc-updown-5m-1772565000,1772565000,2026-03-03 19:10:00 UTC,2026-03-03,19,10,Tuesday,Up,1,1.0,0.0,164148.710456,True,0.999
btc-updown-5m-1772565300,1772565300,2026-03-03 19:15:00 UTC,2026-03-03,19,15,Tuesday,Up,1,1.0,0.0,194809.922153,True,0.999
btc-updown-5m-1772565600,1772565600,2026-03-03 19:20:00 UTC,2026-03-03,19,20,Tuesday,Up,1,1.0,0.0,143819.654363,True,0.999
btc-updown-5m-1772565900,1772565900,2026-03-03 19:25:00 UTC,2026-03-03,19,25,Tuesday,Down,0,0.0,1.0,204464.384838,True,0.001
btc-updown-5m-1772566200,1772566200,2026-03-03 19:30:00 UTC,2026-03-03,19,30,Tuesday,Down,0,0.0,1.0,146574.091185,True,0.01
btc-updown-5m-1772566500,1772566500,2026-03-03 19:35:00 UTC,2026-03-03,19,35,Tuesday,Up,1,1.0,0.0,221218.446952,True,0.999
btc-updown-5m-1772566800,1772566800,2026-03-03 19:40:00 UTC,2026-03-03,19,40,Tuesday,Up,1,1.0,0.0,203682.049627,True,0.99
btc-updown-5m-1772567100,1772567100,2026-03-03 19:45:00 UTC,2026-03-03,19,45,Tuesday,Down,0,0.0,1.0,167020.497856,True,0.01
btc-updown-5m-1772567400,1772567400,2026-03-03 19:50:00 UTC,2026-03-03,19,50,Tuesday,Down,0,0.0,1.0,194872.166558,True,0.01
btc-updown-5m-1772567700,1772567700,2026-03-03 19:55:00 UTC,2026-03-03,19,55,Tuesday,Down,0,0.0,1.0,164152.298056,True,0.01
btc-updown-5m-1772568000,1772568000,2026-03-03 20:00:00 UTC,2026-03-03,20,0,Tuesday,Up,1,1.0,0.0,168592.192255,True,0.99
btc-updown-5m-1772568300,1772568300,2026-03-03 20:05:00 UTC,2026-03-03,20,5,Tuesday,Down,0,0.0,1.0,170277.489796,True,0.01
btc-updown-5m-1772568600,1772568600,2026-03-03 20:10:00 UTC,2026-03-03,20,10,Tuesday,Down,0,0.0,1.0,126873.098035,True,0.001
btc-updown-5m-1772568900,1772568900,2026-03-03 20:15:00 UTC,2026-03-03,20,15,Tuesday,Up,1,1.0,0.0,202587.35336,True,0.99
btc-updown-5m-1772569200,1772569200,2026-03-03 20:20:00 UTC,2026-03-03,20,20,Tuesday,Up,1,1.0,0.0,123483.604477,True,0.99
btc-updown-5m-1772569500,1772569500,2026-03-03 20:25:00 UTC,2026-03-03,20,25,Tuesday,Up,1,1.0,0.0,121508.640361,True,0.99
btc-updown-5m-1772569800,1772569800,2026-03-03 20:30:00 UTC,2026-03-03,20,30,Tuesday,Down,0,0.0,1.0,157934.989535,True,0.01
btc-updown-5m-1772570100,1772570100,2026-03-03 20:35:00 UTC,2026-03-03,20,35,Tuesday,Down,0,0.0,1.0,152580.24864,True,0.01
btc-updown-5m-1772570400,1772570400,2026-03-03 20:40:00 UTC,2026-03-03,20,40,Tuesday,Up,1,1.0,0.0,106170.517383,True,0.999
btc-updown-5m-1772570700,1772570700,2026-03-03 20:45:00 UTC,2026-03-03,20,45,Tuesday,Down,0,0.0,1.0,123599.995401,True,0.01
btc-updown-5m-1772571000,1772571000,2026-03-03 20:50:00 UTC,2026-03-03,20,50,Tuesday,Down,0,0.0,1.0,145193.743736,True,0.001
btc-updown-5m-1772571300,1772571300,2026-03-03 20:55:00 UTC,2026-03-03,20,55,Tuesday,Up,1,1.0,0.0,161891.886572,True,0.99
btc-updown-5m-1772571600,1772571600,2026-03-03 21:00:00 UTC,2026-03-03,21,0,Tuesday,Down,0,0.0,1.0,105382.045122,True,0.01
btc-updown-5m-1772571900,1772571900,2026-03-03 21:05:00 UTC,2026-03-03,21,5,Tuesday,Down,0,0.0,1.0,188192.20337,True,0.01
btc-updown-5m-1772572200,1772572200,2026-03-03 21:10:00 UTC,2026-03-03,21,10,Tuesday,Down,0,0.0,1.0,126526.386537,True,0.01
btc-updown-5m-1772572500,1772572500,2026-03-03 21:15:00 UTC,2026-03-03,21,15,Tuesday,Up,1,1.0,0.0,136774.016761,True,0.99
btc-updown-5m-1772572800,1772572800,2026-03-03 21:20:00 UTC,2026-03-03,21,20,Tuesday,Up,1,1.0,0.0,92333.07227,True,0.99
btc-updown-5m-1772573100,1772573100,2026-03-03 21:25:00 UTC,2026-03-03,21,25,Tuesday,Down,0,0.0,1.0,148749.903127,True,0.001
btc-updown-5m-1772573400,1772573400,2026-03-03 21:30:00 UTC,2026-03-03,21,30,Tuesday,Down,0,0.0,1.0,129711.522069,True,0.01
btc-updown-5m-1772573700,1772573700,2026-03-03 21:35:00 UTC,2026-03-03,21,35,Tuesday,Down,0,0.0,1.0,166741.996072,True,0.01
btc-updown-5m-1772574000,1772574000,2026-03-03 21:40:00 UTC,2026-03-03,21,40,Tuesday,Up,1,1.0,0.0,153261.794601,True,0.999
btc-updown-5m-1772574300,1772574300,2026-03-03 21:45:00 UTC,2026-03-03,21,45,Tuesday,Down,0,0.0,1.0,187794.831639,True,0.01
btc-updown-5m-1772574600,1772574600,2026-03-03 21:50:00 UTC,2026-03-03,21,50,Tuesday,Up,1,1.0,0.0,162980.445473,True,0.99
btc-updown-5m-1772574900,1772574900,2026-03-03 21:55:00 UTC,2026-03-03,21,55,Tuesday,Down,0,0.0,1.0,133885.687045,True,0.01
btc-updown-5m-1772575200,1772575200,2026-03-03 22:00:00 UTC,2026-03-03,22,0,Tuesday,Up,1,1.0,0.0,184968.802953,True,0.999
btc-updown-5m-1772575500,1772575500,2026-03-03 22:05:00 UTC,2026-03-03,22,5,Tuesday,Up,1,1.0,0.0,196490.653575,True,0.99
btc-updown-5m-1772575800,1772575800,2026-03-03 22:10:00 UTC,2026-03-03,22,10,Tuesday,Down,0,0.0,1.0,145087.169406,True,0.01
btc-updown-5m-1772576100,1772576100,2026-03-03 22:15:00 UTC,2026-03-03,22,15,Tuesday,Down,0,0.0,1.0,147085.320929,True,0.01
btc-updown-5m-1772576400,1772576400,2026-03-03 22:20:00 UTC,2026-03-03,22,20,Tuesday,Down,0,0.0,1.0,236860.16775,True,0.001
btc-updown-5m-1772576700,1772576700,2026-03-03 22:25:00 UTC,2026-03-03,22,25,Tuesday,Up,1,1.0,0.0,127114.399902,True,0.99
btc-updown-5m-1772577000,1772577000,2026-03-03 22:30:00 UTC,2026-03-03,22,30,Tuesday,Up,1,1.0,0.0,120108.854966,True,0.99
btc-updown-5m-1772577300,1772577300,2026-03-03 22:35:00 UTC,2026-03-03,22,35,Tuesday,Down,0,0.0,1.0,183543.156546,True,0.01
btc-updown-5m-1772577600,1772577600,2026-03-03 22:40:00 UTC,2026-03-03,22,40,Tuesday,Up,1,1.0,0.0,172617.351664,True,0.99
btc-updown-5m-1772577900,1772577900,2026-03-03 22:45:00 UTC,2026-03-03,22,45,Tuesday,Down,0,0.0,1.0,168956.81222,True,0.01
btc-updown-5m-1772578200,1772578200,2026-03-03 22:50:00 UTC,2026-03-03,22,50,Tuesday,Up,1,1.0,0.0,140698.775991,True,0.99
btc-updown-5m-1772578500,1772578500,2026-03-03 22:55:00 UTC,2026-03-03,22,55,Tuesday,Up,1,1.0,0.0,199714.544752,True,0.99
btc-updown-5m-1772578800,1772578800,2026-03-03 23:00:00 UTC,2026-03-03,23,0,Tuesday,Up,1,1.0,0.0,156421.568527,True,0.99
btc-updown-5m-1772579100,1772579100,2026-03-03 23:05:00 UTC,2026-03-03,23,5,Tuesday,Up,1,1.0,0.0,293908.28212,True,0.99
btc-updown-5m-1772579400,1772579400,2026-03-03 23:10:00 UTC,2026-03-03,23,10,Tuesday,Up,1,1.0,0.0,196791.473971,True,0.999
btc-updown-5m-1772579700,1772579700,2026-03-03 23:15:00 UTC,2026-03-03,23,15,Tuesday,Down,0,0.0,1.0,135710.842753,True,0.01
btc-updown-5m-1772580000,1772580000,2026-03-03 23:20:00 UTC,2026-03-03,23,20,Tuesday,Down,0,0.0,1.0,142904.863854,True,0.01
btc-updown-5m-1772580300,1772580300,2026-03-03 23:25:00 UTC,2026-03-03,23,25,Tuesday,Down,0,0.0,1.0,118509.47796,True,0.01
btc-updown-5m-1772580600,1772580600,2026-03-03 23:30:00 UTC,2026-03-03,23,30,Tuesday,Down,0,0.0,1.0,158919.255545,True,0.003
btc-updown-5m-1772580900,1772580900,2026-03-03 23:35:00 UTC,2026-03-03,23,35,Tuesday,Down,0,0.0,1.0,151975.750067,True,0.01
btc-updown-5m-1772581200,1772581200,2026-03-03 23:40:00 UTC,2026-03-03,23,40,Tuesday,Up,1,1.0,0.0,130033.98757,True,0.99
